"ID","post_name","guid"
201900001,"dollar-shave-club","https://www.zendesk.com.mx/customer/dollar-shave-club"
201900002,"homebridge","https://www.zendesk.com.mx/customer/homebridge"
201900003,"lonely-planet","https://www.zendesk.com.mx/customer/lonely-planet"
201900004,"monese","https://www.zendesk.com.mx/customer/monese"
201900005,"shopify","https://www.zendesk.com.mx/customer/shopify"
201900006,"slack","https://www.zendesk.com.mx/customer/slack"
201900007,"stanley-black-and-decker","https://www.zendesk.com.mx/customer/stanley-black-decker"
201900011,"tesco","https://www.zendesk.com.mx/customer/tesco"
201900008,"trustpilot","https://www.zendesk.com.mx/customer/trustpilot"
201900009,"udemy","https://www.zendesk.com.mx/customer/udemy"
201900010,"xero","https://www.zendesk.com.mx/customer/xero"
201900012,"11-pasos-hacia-un-mejor-documento-de-solicitud-de-propuestas-de-atencion-al-cliente-2","https://www.zendesk.com.mx/resources/11-steps-better-rfp-document"
201900014,"4-tendencias-esenciales-del-comercio-minorista-para-la-epoca-de-fin-de-ano-de-2018","https://www.zendesk.com.mx/resources/4-crucial-trends-2018-holiday-retail-season"
201900076,"5-datos-interesantes-acerca-del-soporte-omnicanal","https://www.zendesk.com.mx/resources/5-fun-facts-omnichannel-support"
201900015,"6-sugerencias-para-crear-un-centro-de-ayuda-eficaz","https://www.zendesk.com.mx/resources/6-tips-for-building-a-thriving-help-center"
201900043,"clientes-felices-resultados-positivos-2","https://www.zendesk.com.mx/resources/happy-customers-happy-bottom-line"
201900024,"comentarios-del-cliente-como-escuchar-lo-que-le-dice","https://www.zendesk.com.mx/resources/customer-feedback-hear-voice-customer"
201900050,"como-el-chat-en-vivo-ayuda-a-los-negocios-y-consumidores-2","https://www.zendesk.com.mx/resources/live-chat-benefits"
201900048,"como-hacer-para-que-sus-clientes-regresen-siempre","https://www.zendesk.com.mx/resources/keep-customers-coming-back"
201900019,"como-la-inteligencia-artificial-esta-mejorando-la-experiencia-del-cliente","https://www.zendesk.com.mx/resources/artificial-intelligence-customer-experience-infographic"
201900053,"comparate-puntos-de-referencia-para-las-organizaciones-de-atencion-al-cliente-america","https://www.zendesk.com.mx/resources/omnichannel-benchmark-amer"
201900021,"creacion-de-una-experiencia-excepcional-de-autoservicio-del-cliente","https://www.zendesk.com.mx/resources/building-best-class-customer-self-service-experience"
201900035,"cuadrante-magico-de-crm-de-gartner-2017-zendesk","https://www.zendesk.com.mx/resources/gartner-2017-magic-quadrant-crm"
201900038,"cuadrante-magico-de-crm-para-centros-de-interaccion-con-los-clientes-de-gartner-2015","https://www.zendesk.com.mx/resources/gartner-magic-quadrant-crm-2015"
201900039,"cuadrante-magico-de-crm-para-centros-de-interaccion-con-los-clientes-de-gartner-2018","https://www.zendesk.com.mx/resources/gartner-magic-quadrant-crm"
201900068,"demostracion-de-productos-zendesk","https://www.zendesk.com.mx/resources/zendesk-product-demo"
201900042,"demostracion-guiada-de-zendesk-chat","https://www.zendesk.com.mx/resources/guided-demo-zendesk-chat"
201900062,"descubra-el-verdadero-valor-de-su-organizacion-de-atencion-al-cliente","https://www.zendesk.com.mx/resources/uncover-true-value-customer-support-organization"
201900030,"desplegar-y-administrar-varios-canales-de-atencion-al-cliente-2","https://www.zendesk.com.mx/resources/roll-manage-multiple-customer-service-channels"
201900058,"el-caso-del-roi-para-el-soporte-omnicanal","https://www.zendesk.com.mx/resources/roi-case-omnichannel-support"
201900033,"el-informe-de-forrester-sobre-el-impacto-economico-total-tei-examina-el-roi-de-zendesk","https://www.zendesk.com.mx/resources/forrester-examines-potential-roi-zendesk"
201900060,"el-valor-del-autoservicio-2","https://www.zendesk.com.mx/resources/the-value-of-self-service"
201900031,"en-buena-compania-amplie-el-soporte-mas-alla-del-servicio-al-cliente-2","https://www.zendesk.com.mx/resources/expand-support-beyond-customer-service"
201900057,"establecer-un-buen-servicio-de-atencion-al-cliente-omnichannel-guia-para-comerciantes-minoristas","https://www.zendesk.com.mx/resources/retailers-guide-getting-omnichannel-customer-service-right"
201900077,"experiencia-del-empleado-como-las-expectativas-de-los-consumidores-estan-transformando-el-lugar-de-trabajo","https://www.zendesk.com.mx/resources/employee-experience-consumer-expectations-shaping-workplace"
201900034,"forresters-top-10-customer-service-trends-for-2016","https://www.zendesk.com.mx/resources/forresters-top-10-customer-service-trends-2016"
201900037,"gartner-la-administracion-del-conocimiento-transformara-el-servicio-de-atencion-al-cliente-con-crm-2","https://www.zendesk.com.mx/resources/gartner-knowledge-management-will-transform-crm-customer-service"
201900040,"gartner-predicts-2017-crm-customer-service-and-support","https://www.zendesk.com.mx/resources/gartner-predicts-2017-crm-customer-service-support"
201900025,"glosario-del-servicio-de-atencion-al-cliente","https://www.zendesk.com.mx/resources/customer-service-glossary"
201900017,"guia-de-la-experiencia-del-agente","https://www.zendesk.com.mx/resources/agent-experience-guide"
201900023,"guia-de-la-experiencia-del-cliente-2","https://www.zendesk.com.mx/resources/customer-experience-guide"
201900018,"guia-del-ciclo-de-vida-del-agente-2","https://www.zendesk.com.mx/resources/agent-life-cycle-guide"
201900045,"idc-respaldo-a-las-iniciativas-que-favorecen-la-experiencia-del-cliente","https://www.zendesk.com.mx/resources/idc-supporting-customer-experience-initiatives-productivity-process"
201900036,"informe-customer-engagement-de-gartner","https://www.zendesk.com.mx/resources/gartner-critical-capabilities-look-crm-customer-engagement-center"
201900051,"informe-sobre-la-atencion-al-cliente-multicanal","https://www.zendesk.com.mx/resources/multichannel-customer-care-report-2017"
201900070,"investigacion-de-zendesk-analisis-de-los-clientes","https://www.zendesk.com.mx/resources/zendesk-research-customer-analytics"
201900072,"investigacion-de-zendesk-autoservicio-del-cliente","https://www.zendesk.com.mx/resources/zendesk-research-customer-self-service"
201900073,"investigacion-de-zendesk-chat-en-vivo","https://www.zendesk.com.mx/resources/zendesk-research-live-chat"
201900069,"investigacion-de-zendesk-indicadores-de-comportamiento","https://www.zendesk.com.mx/resources/zendesk-research-behavioral-cues"
201900074,"investigacion-de-zendesk-net-promoter-score-nps","https://www.zendesk.com.mx/resources/zendesk-research-nps"
201900075,"investigacion-de-zendesk-puntos-de-referencia-operativos","https://www.zendesk.com.mx/resources/zendesk-research-operational-benchmarking"
201900071,"investigacion-de-zendesk-satisfaccion-del-cliente","https://www.zendesk.com.mx/resources/zendesk-research-customer-satisfaction"
201900016,"la-edad-del-cliente-como-las-companias-transforman-su-experiencia-del-cliente-con-zendesk","https://www.zendesk.com.mx/resources/age-of-customer-ebook"
201900067,"la-estrategia-omnicanal-de-zendesk","https://www.zendesk.com.mx/resources/zendesk-omnichannel-approach"
201900044,"la-guia-de-procedimientos-para-el-soporte-omnicanal","https://www.zendesk.com.mx/resources/how-to-guide-omnichannel-support"
201900061,"las-10-metricas-mas-importantes-para-un-help-desk","https://www.zendesk.com.mx/resources/top-10-help-desk-metrics"
201900078,"las-cuatro-mejores-practicas-para-implementar-lo-ultimo-en-autoservicio-del-cliente","https://www.zendesk.com.mx/resources/four-best-practices-implementing-extreme-customer-self-service"
201900013,"las-tendencias-tecnologicas-en-los-centros-de-atencion-al-cliente-de-2017","https://www.zendesk.com.mx/resources/2017-technology-trends-customer-support-centers"
201900032,"llena-los-vacios-en-autoservicio","https://www.zendesk.com.mx/resources/fill-self-service-gap"
201900026,"los-3-tipos-de-metricas-importantes-de-la-atencion-al-cliente","https://www.zendesk.com.mx/resources/customer-service-metrics-matter"
201900022,"los-chatbots-y-el-futuro-de-la-comunicacion-en-tiempo-real","https://www.zendesk.com.mx/resources/chatbots-future-real-time-communication"
201900046,"mejore-el-autoservicio-con-las-metricas-correctas","https://www.zendesk.com.mx/resources/improve-self-service-right-metrics"
201900020,"mejores-experiencias-para-los-clientes-con-la-interaccion-omnicanal-2","https://www.zendesk.com.mx/resources/better-customer-experiences-omnichannel"
201900052,"nucleus-research-zendesk-produce-un-roi-alto-para-trustpilot","https://www.zendesk.com.mx/resources/nucleus-research-zendesk-yields-high-roi-trustpilot"
201900079,"optimizar-las-interacciones-para-ofrecer-la-experiencia-del-cliente-del-futuro","https://www.zendesk.com.mx/resources/optimizing-interactions-provide-customer-experience-tomorrow"
201900054,"por-que-el-soporte-omnicanal-no-es-una-leyenda","https://www.zendesk.com.mx/resources/omnichannel-support-fairytale"
201900047,"por-que-los-clientes-recurren-a-las-redes-sociales","https://www.zendesk.com.mx/resources/instaservice"
201900056,"predecir-la-satisfaccion-del-cliente-ayuda-a-priorizar-las-interacciones-y-evitar-la-perdida-de-clientes-2","https://www.zendesk.com.mx/resources/ovum-predicting-customer-satisfaction"
201900041,"primeros-pasos-con-zendesk-guide-estrategias-y-mejores-practicas-2","https://www.zendesk.com.mx/resources/getting-started-zendesk-guide"
201900029,"seis-pasos-para-desplegar-chat-en-un-sitio-web","https://www.zendesk.com.mx/resources/deploying-chat"
201900028,"servicio-de-atencion-al-cliente-transformar-las-transacciones-en-relaciones-2","https://www.zendesk.com.mx/resources/customer-service-turning-transactions-into-relationships"
201900027,"servicio-excelente-de-atencion-al-cliente-para-redes-sociales","https://www.zendesk.com.mx/resources/customer-service-through-social-media"
201900055,"soporte-omnicanal-mas-facil-con-zendesk","https://www.zendesk.com.mx/resources/omnichannel-support-with-zendesk"
201900059,"su-base-de-clientes-esta-creciendo-su-autoservicio-tambien","https://www.zendesk.com.mx/resources/scaling-self-service"
201900049,"trabaje-en-equipo-en-el-autoservicio-con-publicacion-en-equipo","https://www.zendesk.com.mx/resources/leverage-entire-team-create-best-self-service-content"
201900063,"un-mejor-autoservicio-gracias-a-la-ia","https://www.zendesk.com.mx/resources/using-ai-better-self-service"
201900066,"una-hoja-de-referencia-de-zendesk-para-escoger-tu-solucion-de-soporte","https://www.zendesk.com.mx/resources/zendesk-cheat-sheet-picking-support-solution"
201900064,"zendesk-benchmark-como-las-companias-establecidas-se-benefician-con-la-transformacion-digital","https://www.zendesk.com.mx/resources/zendesk-benchmark-established-companies-win-digital-transformation"
201900065,"zendesk-benchmark-como-las-empresas-nativas-digitales-de-rapido-crecimiento-pueden-innovar-y-evolucionar","https://www.zendesk.com.mx/resources/zendesk-benchmark-fast-growing-digital-natives-innovate-scale"
201900082,"como-crear-un-sistema-de-atencion-al-cliente-autenticamente-omnicanal","https://www.zendesk.com.mx/support/webinar/how-to-build-true-omnichannel-customer-support-system-amer"
201900080,"como-ofrecer-un-autoservicio-de-primera-a-tus-clientes-america","https://www.zendesk.com.mx/support/webinar/forrester-how-to-deliver-best-in-class-self-service"
201900084,"comparate-puntos-de-referencia-para-las-organizaciones-de-atencion-al-cliente-america","https://www.zendesk.com.mx/support/webinar/omnichannel-benchmark-amer"
201900081,"cumplimiento-del-gdpr-con-zendesk","https://www.zendesk.com.mx/support/webinar/gdpr-amer"
201900085,"historia-destacada-de-cliente-omnicanal","https://www.zendesk.com.mx/support/webinar/omnichannel-customer-story-spotlight-amer"
201900083,"meet-zendesk-explore-americas","https://www.zendesk.com.mx/support/webinar/meet-zendesk-explore-amer"
201900086,"novedades-de-zendesk-agosto-2017-america","https://www.zendesk.com.mx/support/webinar/whats-new-product-updates-august-2017-amer"
201900087,"novedades-de-zendesk-diciembre-2018-america","https://www.zendesk.com.mx/support/webinar/whats-new-product-updates-dec-2018-amer"
201900088,"novedades-de-zendesk-febrero-2017-america","https://www.zendesk.com.mx/support/webinar/whats-new-product-updates-february-2017-amer"
201900089,"novedades-de-zendesk-junio-de-2018-america","https://www.zendesk.com.mx/support/webinar/whats-new-product-updates-june-2018-amer"
201900090,"novedades-de-zendesk-marzo-2018-america","https://www.zendesk.com.mx/support/webinar/whats-new-product-updates-march-2018-amer"
201900091,"novedades-de-zendesk-mayo-2017-america","https://www.zendesk.com.mx/support/webinar/whats-new-product-updates-may-2017-amer"
201900092,"novedades-de-zendesk-noviembre-2017-america","https://www.zendesk.com.mx/support/webinar/whats-new-product-updates-november-2017-amer"
